crime,date,hour,lat,long
VIOLACION,8/21/2020,20:30,19.2685658,-99.1122065
VIOLACION,8/20/2020,5:20,19.27638492,-99.18143845
VIOLACION,8/19/2020,4:00,19.4890961,-99.2076739
VIOLACION,8/19/2020,22:00,19.44733011,-99.13144124
VIOLACION,8/17/2020,5:00,19.32425165,-99.24939348
VIOLACION,8/17/2020,0:30,19.34791663,-99.00149786
VIOLACION,8/17/2020,16:00,19.39084651,-99.09565244
VIOLACION,8/16/2020,16:00,19.48923381,-99.18707079
VIOLACION,8/16/2020,3:00,19.33140359,-99.07960147
VIOLACION,8/16/2020,22:30,19.3725063,-99.17951713
VIOLACION,8/16/2020,2:00,19.42268669,-99.12025044
VIOLACION,8/15/2020,15:30,19.35388239,-98.99832612
VIOLACION,8/15/2020,17:00,19.3168877,-99.0588211
VIOLACION,8/14/2020,19:40,19.40834986,-99.11227182
VIOLACION,8/14/2020,17:00,19.34835092,-98.98691905
VIOLACION,8/14/2020,5:30,19.29846356,-99.0354314
VIOLACION,8/14/2020,2:00,19.43154524,-99.16844622
VIOLACION,8/13/2020,12:00,19.3114961,-99.1586172
VIOLACION,8/13/2020,7:00,19.37283853,-99.2087133
VIOLACION,8/12/2020,10:00,19.4480172,-99.1188487
VIOLACION,8/11/2020,18:00,19.33466105,-99.15523814
VIOLACION,8/10/2020,10:00,19.49493039,-99.17727576
VIOLACION,8/10/2020,10:00,19.33629973,-99.08400293
VIOLACION,8/10/2020,0:00,19.33223024,-99.08818322
VIOLACION,8/9/2020,18:20,19.4405655,-99.09034977
VIOLACION,8/9/2020,6:00,19.2950839,-99.0207258
VIOLACION,8/9/2020,10:00,19.444444,-99.1968025
VIOLACION,8/9/2020,5:50,19.47496832,-99.06785417
VIOLACION,8/9/2020,19:00,19.3533036,-99.2187126
VIOLACION,8/9/2020,16:00,19.4470278,-99.1096795
VIOLACION,8/8/2020,1:00,19.43732906,-99.15370838
VIOLACION,8/8/2020,4:10,19.39777938,-99.05865577
VIOLACION,8/7/2020,0:30,19.37702077,-99.18242967
VIOLACION,8/7/2020,3:00,19.45029596,-99.13515118
VIOLACION,8/6/2020,15:30,19.37823759,-99.22182396
VIOLACION,8/5/2020,17:00,19.53782696,-99.14819507
VIOLACION,8/5/2020,0:30,19.37222726,-99.04635643
VIOLACION,8/3/2020,4:30,19.37229941,-99.14230907
VIOLACION,8/2/2020,23:00,19.40072581,-99.17222834
VIOLACION,8/2/2020,9:30,19.28534713,-99.18614549
VIOLACION,8/1/2020,22:30,19.3779411,-99.18727097
VIOLACION,8/1/2020,0:00,19.44199192,-99.12078286
VIOLACION,8/1/2020,6:10,19.26433691,-99.16435227
VIOLACION,8/1/2020,2:00,19.29249674,-99.07238055
VIOLACION,7/31/2020,18:00,19.28455176,-99.21057771
VIOLACION,7/31/2020,9:30,19.3896418,-99.1080844
VIOLACION,7/31/2020,22:00,19.47969836,-99.11630027
VIOLACION,7/30/2020,7:10,19.4234365,-99.17582005
VIOLACION,7/30/2020,16:50,19.2942877,-99.2290015
VIOLACION,7/30/2020,21:00,19.293162,-99.1700734
VIOLACION,7/29/2020,23:30,19.27524308,-99.13808359
VIOLACION,7/29/2020,16:00,19.48609419,-99.07947142
VIOLACION,7/29/2020,2:00,19.36400438,-99.19229205
VIOLACION,7/27/2020,20:00,19.32882287,-99.10252587
VIOLACION,7/26/2020,0:00,19.34052142,-99.06256424
VIOLACION,7/26/2020,20:20,19.32711423,-99.28350692
VIOLACION,7/26/2020,21:00,19.39218831,-99.20488406
VIOLACION,7/26/2020,4:30,19.3327125,-99.042752
VIOLACION,7/25/2020,9:00,19.3589817,-99.2890528
VIOLACION,7/25/2020,2:30,19.39818961,-99.20025526
VIOLACION,7/24/2020,4:50,19.48332257,-99.0935004
VIOLACION,7/23/2020,22:36,19.34670629,-99.06503447
VIOLACION,7/23/2020,20:00,19.4388233,-99.1257317
VIOLACION,7/21/2020,14:30,19.3454376,-98.98958559
VIOLACION,7/21/2020,9:30,19.42134382,-99.10521905
VIOLACION,7/21/2020,12:00,19.34352435,-99.0267237
VIOLACION,7/21/2020,3:00,19.42352978,-99.1572652
VIOLACION,7/19/2020,1:30,19.37273345,-99.03198702
VIOLACION,7/19/2020,11:00,19.2674213,-99.1099085
VIOLACION,7/18/2020,12:30,19.50563586,-99.13584492
VIOLACION,7/18/2020,1:00,19.34741863,-99.05137989
VIOLACION,7/18/2020,4:00,19.39211977,-99.07497693
VIOLACION,7/18/2020,9:00,19.32927621,-98.97831567
VIOLACION,7/18/2020,14:00,19.33063762,-99.02475244
VIOLACION,7/18/2020,20:50,19.416462,-99.17052941
VIOLACION,7/17/2020,9:00,19.30646829,-99.11616717
VIOLACION,7/17/2020,18:00,19.3463267,-99.102423
VIOLACION,7/17/2020,7:00,19.34955447,-99.10148776
VIOLACION,7/16/2020,14:30,19.49951315,-99.07601033
VIOLACION,7/16/2020,3:00,19.42501158,-99.12572775
VIOLACION,7/15/2020,23:00,19.3514574,-99.0391564
VIOLACION,7/14/2020,15:00,19.34632285,-99.10934988
VIOLACION,7/13/2020,17:00,19.53817783,-99.13761071
VIOLACION,7/13/2020,19:30,19.38891437,-99.1190273
VIOLACION,7/12/2020,1:30,19.38556011,-99.03172494
VIOLACION,7/12/2020,2:30,19.4877571,-99.2000359
VIOLACION,7/11/2020,22:00,19.32850599,-99.03989064
VIOLACION,7/11/2020,11:30,19.42536493,-99.13842869
VIOLACION,7/9/2020,10:30,19.4219237,-99.1711834
VIOLACION,7/9/2020,12:00,19.45084854,-99.11295956
VIOLACION,7/9/2020,2:35,19.53244737,-99.14390498
VIOLACION,7/8/2020,7:00,19.4952134,-99.20246773
VIOLACION,7/8/2020,1:20,19.3356453,-99.00653602
VIOLACION,7/7/2020,1:00,19.47972419,-99.07905305
VIOLACION,7/7/2020,2:00,19.48225311,-99.07420633
VIOLACION,7/6/2020,5:00,19.31843438,-99.246296
VIOLACION,7/6/2020,3:00,19.341045,-99.12968985
VIOLACION,7/5/2020,1:00,19.31412601,-99.08932709
VIOLACION,7/5/2020,1:00,19.38250312,-99.24014267
VIOLACION,7/5/2020,1:00,19.5533912,-99.1259161
VIOLACION,7/4/2020,14:00,19.31164765,-99.15315069
VIOLACION,7/3/2020,10:00,19.30092227,-99.22267535
VIOLACION,7/3/2020,8:00,19.4607461,-99.19509417
VIOLACION,7/3/2020,5:00,19.330378,-99.0128704
VIOLACION,7/3/2020,13:40,19.4126849,-99.13533002
VIOLACION,7/2/2020,19:00,19.35271448,-99.03974229
VIOLACION,7/1/2020,21:30,19.34216667,-99.01478274
VIOLACION,7/1/2020,0:30,19.37470239,-99.08834891
VIOLACION,6/30/2020,22:30,19.33117419,-99.10145021
VIOLACION,6/29/2020,19:50,19.37713311,-99.01934103
VIOLACION,6/29/2020,8:45,19.36081892,-99.00055396
VIOLACION,6/29/2020,12:00,19.4268351,-99.1549584
VIOLACION,6/28/2020,18:30,19.5144757,-99.1383636
VIOLACION,6/28/2020,15:32,19.39968375,-99.0977118
VIOLACION,6/28/2020,22:30,19.54093882,-99.13523104
VIOLACION,6/26/2020,20:00,19.3564877,-99.1309158
VIOLACION,6/26/2020,22:00,19.29128457,-99.14591054
VIOLACION,6/25/2020,19:30,19.33456558,-99.16203
VIOLACION,6/24/2020,18:00,19.36785532,-99.22635088
VIOLACION,6/24/2020,2:00,19.26574557,-99.12771406
VIOLACION,6/22/2020,17:00,19.5063556,-99.14827628
VIOLACION,6/22/2020,12:00,19.43760105,-99.15523315
VIOLACION,6/21/2020,21:00,19.35603686,-99.18310455
VIOLACION,6/21/2020,21:00,19.3007355,-99.2625484
VIOLACION,6/21/2020,19:30,19.48574617,-99.08528831
VIOLACION,6/20/2020,9:30,19.39359352,-99.0677954
VIOLACION,6/20/2020,1:30,19.40504398,-99.20066579
VIOLACION,6/19/2020,18:30,19.31526155,-99.10693411
VIOLACION,6/19/2020,12:30,19.3765106,-99.0522549
VIOLACION,6/19/2020,20:00,19.3302821,-99.052022
VIOLACION,6/18/2020,23:00,19.44332275,-99.1200543
VIOLACION,6/18/2020,22:00,19.4198914,-99.1568752
VIOLACION,6/18/2020,18:00,19.44855182,-99.14173636
VIOLACION,6/18/2020,11:00,19.42684646,-99.10789033
VIOLACION,6/18/2020,21:30,19.2805524,-99.18284643
VIOLACION,6/18/2020,14:50,19.31090142,-99.044741
VIOLACION,6/17/2020,18:00,19.2720938,-99.1238632
VIOLACION,6/17/2020,22:00,19.27442597,-99.16198397
VIOLACION,6/17/2020,13:00,19.33845612,-99.29333614
VIOLACION,6/16/2020,0:00,19.39907233,-99.13814838
VIOLACION,6/15/2020,12:00,19.3206029,-99.0888206
VIOLACION,6/15/2020,18:00,19.44693063,-99.12850428
VIOLACION,6/15/2020,18:15,19.44513083,-99.11699494
VIOLACION,6/15/2020,13:00,19.4527335,-99.0953531
VIOLACION,6/14/2020,4:30,19.47659871,-99.21073342
VIOLACION,6/14/2020,5:00,19.3054204,-99.1493297
VIOLACION,6/14/2020,9:30,19.4060488,-99.1174818
VIOLACION,6/13/2020,5:00,19.3274654,-99.098124
VIOLACION,6/13/2020,8:00,19.29773198,-99.23140336
VIOLACION,6/13/2020,2:30,19.49641213,-99.08497223
VIOLACION,6/12/2020,10:30,19.38741785,-99.15255698
VIOLACION,6/12/2020,1:00,19.30310645,-99.08492401
VIOLACION,6/11/2020,18:45,19.4145712,-99.12596017
VIOLACION,6/10/2020,10:30,19.4514262,-99.1053983
VIOLACION,6/10/2020,23:00,19.27308998,-99.16112376
VIOLACION,6/9/2020,4:00,19.3579226,-99.08480236
VIOLACION,6/9/2020,14:00,19.4808949,-99.0796915
VIOLACION,6/8/2020,1:00,19.45830729,-99.16428086
VIOLACION,6/8/2020,22:00,19.4619695,-99.16018525
VIOLACION,6/7/2020,7:15,19.40495574,-99.11299491
VIOLACION,6/7/2020,1:00,19.45276506,-99.14112009
VIOLACION,6/7/2020,22:20,19.38332949,-99.07509685
VIOLACION,6/7/2020,9:20,19.37372263,-99.14063279
VIOLACION,6/7/2020,9:00,19.35975096,-99.23207744
VIOLACION,6/6/2020,22:00,19.36551713,-99.23544947
VIOLACION,6/5/2020,21:00,19.33523701,-99.1771307
VIOLACION,6/5/2020,23:00,19.3283518,-99.1059225
VIOLACION,6/5/2020,0:00,19.2842814,-99.2262528
VIOLACION,6/4/2020,19:20,19.5490274,-99.12226525
VIOLACION,6/4/2020,2:00,19.35804336,-99.22767121
VIOLACION,6/4/2020,10:45,19.4146145,-99.1829151
VIOLACION,6/3/2020,15:30,19.38780996,-99.2153108
VIOLACION,6/1/2020,18:00,19.53739694,-99.14145827
VIOLACION,5/31/2020,19:00,19.4359492,-99.18478742
VIOLACION,5/31/2020,20:40,19.37925544,-99.17184546
VIOLACION,5/30/2020,6:30,19.4243683,-99.12609589
VIOLACION,5/30/2020,19:30,19.3159761,-99.2454865
VIOLACION,5/30/2020,23:00,19.40505998,-99.08031486
VIOLACION,5/29/2020,11:10,19.32639625,-99.03286625
VIOLACION,5/29/2020,13:00,19.44545372,-99.17283003
VIOLACION,5/26/2020,17:00,19.37603493,-99.06000641
VIOLACION,5/26/2020,12:00,19.33278381,-99.08170702
VIOLACION,5/26/2020,14:00,19.2972005,-99.04720602
VIOLACION,5/25/2020,12:25,19.4463427,-99.1326593
VIOLACION,5/24/2020,9:10,19.39400595,-99.07683548
VIOLACION,5/24/2020,0:30,19.42699682,-99.13019634
VIOLACION,5/23/2020,21:30,19.39546588,-99.20136971
VIOLACION,5/22/2020,21:00,19.31499966,-99.11795613
VIOLACION,5/22/2020,12:00,19.3778402,-99.0493223
VIOLACION,5/21/2020,17:30,19.45051207,-99.1168311
VIOLACION,5/21/2020,17:00,19.56671707,-99.12525203
VIOLACION,5/21/2020,6:30,19.4598181,-99.12018041
VIOLACION,5/20/2020,16:30,19.44958446,-99.15985345
VIOLACION,5/20/2020,22:20,19.44775619,-99.0879901
VIOLACION,5/18/2020,13:00,19.35135549,-99.1003556
VIOLACION,5/18/2020,8:30,19.2974886,-99.2459464
VIOLACION,5/18/2020,16:00,19.33796946,-99.1864957
VIOLACION,5/17/2020,23:00,19.47174452,-99.07188435
VIOLACION,5/17/2020,4:40,19.28237643,-99.19651634
VIOLACION,5/16/2020,14:30,19.43797191,-99.19591228
VIOLACION,5/16/2020,12:30,19.26722829,-99.10476965
VIOLACION,5/15/2020,12:00,19.36108584,-99.02468467
VIOLACION,5/15/2020,6:00,19.41603008,-99.15266162
VIOLACION,5/15/2020,22:30,19.316098,-99.2699615
VIOLACION,5/14/2020,15:00,19.2713957,-99.1912445
VIOLACION,5/14/2020,5:00,19.41400475,-99.15303512
VIOLACION,5/13/2020,17:00,19.4266717,-99.06927337
VIOLACION,5/13/2020,13:00,19.29555555,-99.18327033
VIOLACION,5/13/2020,10:00,19.4267208,-99.18965925
VIOLACION,5/13/2020,19:00,19.37295571,-99.13200943
VIOLACION,5/12/2020,16:30,19.5250552,-99.1712174
VIOLACION,5/11/2020,19:30,19.42901147,-99.11345716
VIOLACION,5/10/2020,23:00,19.2729335,-99.12857691
VIOLACION,5/8/2020,23:30,19.32751114,-99.25960695
VIOLACION,5/7/2020,21:50,19.41874051,-99.14695973
VIOLACION,5/7/2020,13:30,19.42651465,-99.13851022
VIOLACION,5/7/2020,0:00,19.57404427,-99.1332183
VIOLACION,5/5/2020,14:00,19.4897117,-99.07313955
VIOLACION,5/4/2020,8:00,19.43553339,-99.1235248
VIOLACION,5/4/2020,0:30,19.32413527,-99.23893965
VIOLACION,5/4/2020,8:00,19.47612921,-99.12780519
VIOLACION,5/3/2020,3:00,19.39225387,-99.20849109
VIOLACION,5/3/2020,4:00,19.3482831,-99.10586761
VIOLACION,5/3/2020,19:45,19.30838238,-99.14675637
VIOLACION,5/3/2020,20:30,19.2533752,-99.1590574
VIOLACION,5/3/2020,6:00,19.50286563,-99.09723649
VIOLACION,5/3/2020,20:30,19.44006058,-99.08376441
VIOLACION,5/2/2020,7:00,19.36705208,-99.28158066
VIOLACION,5/2/2020,18:00,19.33791606,-99.15686891
VIOLACION,5/2/2020,5:00,19.4884106,-99.20133165
VIOLACION,5/1/2020,16:00,19.30824816,-99.23857144
VIOLACION,4/30/2020,21:30,19.3994112,-99.2112514
VIOLACION,4/30/2020,18:00,19.34545897,-98.98725934
VIOLACION,4/29/2020,10:00,19.47962995,-99.0788219
VIOLACION,4/29/2020,21:00,19.43921378,-99.0851432
VIOLACION,4/28/2020,19:00,19.41136233,-99.06080895
VIOLACION,4/28/2020,9:00,19.34818725,-99.07923795
VIOLACION,4/28/2020,12:00,19.43893032,-99.14192262
VIOLACION,4/27/2020,2:15,19.3359245,-99.0218553
VIOLACION,4/27/2020,12:00,19.49608478,-99.09192107
VIOLACION,4/26/2020,5:00,19.36161561,-99.07635845
VIOLACION,4/26/2020,10:30,19.41600697,-99.1101289
VIOLACION,4/25/2020,4:00,19.4456552,-99.0920632
VIOLACION,4/25/2020,12:30,19.29769148,-99.17988349
VIOLACION,4/25/2020,0:30,19.33885131,-98.99348819
VIOLACION,4/25/2020,21:30,19.43251192,-99.15040677
VIOLACION,4/24/2020,18:30,19.35433018,-99.10132005
VIOLACION,4/23/2020,18:15,19.5754326,-99.1346853
VIOLACION,4/23/2020,17:00,19.3259761,-99.0448776
VIOLACION,4/22/2020,17:00,19.3555289,-99.24274778
VIOLACION,4/22/2020,19:00,19.5617568,-99.1303962
VIOLACION,4/22/2020,18:15,19.5075958,-99.1539262
VIOLACION,4/20/2020,19:00,19.3327577,-99.0399932
VIOLACION,4/20/2020,1:00,19.38024691,-99.20429634
VIOLACION,4/19/2020,7:00,19.39200602,-99.20948295
VIOLACION,4/19/2020,6:10,19.34479192,-99.02336008
VIOLACION,4/18/2020,0:00,19.32060255,-99.06775022
VIOLACION,4/18/2020,21:30,19.39144482,-99.20889096
VIOLACION,4/17/2020,1:00,19.3559298,-99.1028143
VIOLACION,4/17/2020,22:00,19.4667061,-99.1385444
VIOLACION,4/17/2020,5:50,19.44888364,-99.13433546
VIOLACION,4/16/2020,21:30,19.3620343,-99.1166158
VIOLACION,4/16/2020,16:30,19.54561047,-99.1347774
VIOLACION,4/15/2020,21:00,19.39730512,-99.20494976
VIOLACION,4/14/2020,1:00,19.2842074,-99.2041178
VIOLACION,4/14/2020,14:20,19.43431953,-99.15336254
VIOLACION,4/14/2020,1:00,19.45569546,-99.14244942
VIOLACION,4/13/2020,3:30,19.32104929,-99.05459625
VIOLACION,4/13/2020,21:00,19.36266819,-99.1188094
VIOLACION,4/13/2020,1:30,19.36304049,-99.01270179
VIOLACION,4/13/2020,5:00,19.38891744,-99.11552838
VIOLACION,4/13/2020,6:00,19.2668674,-99.1028187
VIOLACION,4/12/2020,2:00,19.5001036,-99.0980221
VIOLACION,4/12/2020,21:45,19.5007261,-99.07289012
VIOLACION,4/12/2020,1:00,19.40441943,-99.06548079
VIOLACION,4/11/2020,23:00,19.26151302,-99.17334701
VIOLACION,4/11/2020,21:31,19.30591597,-99.1112
VIOLACION,4/10/2020,0:00,19.2892324,-99.04664084
VIOLACION,4/10/2020,12:00,19.44772483,-99.12028504
VIOLACION,4/10/2020,15:00,19.42101283,-99.1579353
VIOLACION,4/10/2020,12:00,19.32963362,-99.06657457
VIOLACION,4/9/2020,7:30,19.47540387,-99.20422525
VIOLACION,4/9/2020,6:00,19.4547607,-99.1895438
VIOLACION,4/9/2020,0:00,19.4213876,-99.12037927
VIOLACION,4/9/2020,0:20,19.34855613,-99.27774913
VIOLACION,4/8/2020,0:30,19.41870028,-99.13425198
VIOLACION,4/7/2020,11:00,19.34402432,-98.99736598
VIOLACION,4/6/2020,1:30,19.41845582,-99.16647302
VIOLACION,4/6/2020,19:00,19.336807,-98.9894147
VIOLACION,4/6/2020,16:00,19.32955961,-99.03198001
VIOLACION,4/5/2020,4:30,19.30384538,-99.23476383
VIOLACION,4/5/2020,15:00,19.35149951,-99.23886616
VIOLACION,4/2/2020,4:00,19.40658283,-99.11124349
VIOLACION,4/2/2020,16:00,19.33565442,-98.98537192
VIOLACION,3/31/2020,19:40,19.50011868,-99.1007439
VIOLACION,3/31/2020,11:10,19.37801187,-99.17772208
VIOLACION,3/30/2020,9:45,19.4302678,-99.1373136
VIOLACION,3/30/2020,19:30,19.49620156,-99.07673099
VIOLACION,3/30/2020,3:30,19.504474,-99.08271259
VIOLACION,3/28/2020,5:00,19.2930689,-99.23478043
VIOLACION,3/28/2020,6:00,19.34381386,-99.10131689
VIOLACION,3/28/2020,19:50,19.2784072,-99.17914144
VIOLACION,3/27/2020,15:40,19.5381438,-99.1383513
VIOLACION,3/25/2020,16:00,19.46577346,-99.0806277
VIOLACION,3/25/2020,1:35,19.35598168,-99.02146338
VIOLACION,3/25/2020,1:30,19.45622888,-99.14482351
VIOLACION,3/24/2020,18:08,19.47540655,-99.0666153
VIOLACION,3/24/2020,19:00,19.47394041,-99.06825199
VIOLACION,3/23/2020,19:10,19.33342813,-99.24698186
VIOLACION,3/23/2020,10:00,19.45223786,-99.1246803
VIOLACION,3/23/2020,15:30,19.3857513,-99.1465643
VIOLACION,3/22/2020,6:00,19.41738824,-99.12317799
VIOLACION,3/22/2020,12:00,19.32689796,-99.02031779
VIOLACION,3/22/2020,16:30,19.4697946,-99.0922577
VIOLACION,3/22/2020,14:00,19.39249474,-99.20012414
VIOLACION,3/22/2020,2:00,19.40417383,-99.06980783
VIOLACION,3/22/2020,0:30,19.26510259,-99.09827726
VIOLACION,3/22/2020,8:00,19.4666472,-99.07360328
VIOLACION,3/21/2020,11:00,19.3270887,-99.172501
VIOLACION,3/21/2020,12:00,19.34198981,-99.00239595
VIOLACION,3/21/2020,20:00,19.4409423,-99.0944026
VIOLACION,3/20/2020,18:00,19.45892809,-99.11907143
VIOLACION,3/20/2020,8:00,19.3308217,-99.0046048
VIOLACION,3/20/2020,11:00,19.40738442,-99.13598078
VIOLACION,3/20/2020,22:00,19.43537075,-99.14867922
VIOLACION,3/19/2020,22:45,19.29985509,-99.0464797
VIOLACION,3/19/2020,4:00,19.48290941,-99.19222346
VIOLACION,3/19/2020,6:00,19.3389278,-98.976675
VIOLACION,3/18/2020,17:00,19.30011275,-99.05902653
VIOLACION,3/18/2020,23:00,19.29260475,-99.15605345
VIOLACION,3/18/2020,8:00,19.40411667,-99.12142524
VIOLACION,3/18/2020,2:00,19.47854128,-99.18595945
VIOLACION,3/18/2020,17:20,19.4545707,-99.123097
VIOLACION,3/18/2020,14:50,19.33789939,-98.99496493
VIOLACION,3/17/2020,15:00,19.3931195,-99.0893148
VIOLACION,3/17/2020,15:15,19.34124588,-99.18966494
VIOLACION,3/17/2020,16:30,19.40583428,-99.11658476
VIOLACION,3/15/2020,6:00,19.3479664,-99.0292708
VIOLACION,3/15/2020,23:30,19.487483,-99.0992052
VIOLACION,3/15/2020,1:00,19.29649777,-99.0593366
VIOLACION,3/14/2020,5:50,19.42432648,-99.16880264
VIOLACION,3/14/2020,3:00,19.31942751,-99.08008275
VIOLACION,3/14/2020,10:00,19.4457936,-99.171239
VIOLACION,3/14/2020,3:00,19.27206777,-99.19031772
VIOLACION,3/14/2020,19:00,19.43739536,-99.13765506
VIOLACION,3/14/2020,4:40,19.40069457,-99.15573118
VIOLACION,3/14/2020,2:00,19.40989724,-99.17550659
VIOLACION,3/14/2020,4:30,19.42718245,-99.13874363
VIOLACION,3/13/2020,13:30,19.35763472,-99.12214102
VIOLACION,3/13/2020,3:00,19.43854899,-99.14177044
VIOLACION,3/13/2020,10:00,19.3732054,-99.1706063
VIOLACION,3/13/2020,5:25,19.48011164,-99.17737531
VIOLACION,3/13/2020,8:00,19.3320598,-99.01332524
VIOLACION,3/12/2020,22:00,19.31359539,-99.05622024
VIOLACION,3/11/2020,1:00,19.34473422,-99.14455482
VIOLACION,3/11/2020,14:00,19.4194815,-99.1894558
VIOLACION,3/11/2020,20:35,19.45184244,-99.10599086
